id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7.52662E+17,Condo in Athina · ★5.0 · 2 bedrooms · 3 beds · 1 bath,260748138,Maria,,ΙΛΙΣΙΑ,37.97982997,23.75527955,Entire home/apt,98,3,3,6/19/2023,0.3,6,56,3,1800799
7.41788E+17,Condo in Athina · ★5.0 · Studio · 1 bed · 1 bath,139221753,Konstantinos,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96458,23.7401,Entire home/apt,42,2,17,9/12/2023,1.63,1,333,17,Exempt
7.52681E+17,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,187720552,Marianna,,ΝΙΡΒΑΝΑ,38.00997,23.72745,Entire home/apt,39,5,1,5/29/2023,0.26,40,65,1,1300256
7.41841E+17,Rental unit in Athina · ★4.83 · 1 bedroom · 1 bed · 1 bath,437883383,Nikos,,ΛΥΚΑΒΗΤΤΟΣ,37.98678658,23.74731882,Entire home/apt,50,1,12,8/2/2023,1.1,2,324,12,1792373
7.52718E+17,Rental unit in Athina · 2 bedrooms · 2 beds · 3 baths,93877743,Veatriki,,ΚΟΛΩΝΑΚΙ,37.97949,23.74062,Entire home/apt,262,2,0,,,2,66,0,16300472705
7.41909E+17,Rental unit in Athina · ★4.81 · 1 bedroom · 2 beds · 1 bath,408569694,Katia,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9968722,23.727606,Entire home/apt,41,1,21,9/20/2023,1.93,1,14,21,1804392
7.41917E+17,Rental unit in Athina · ★4.12 · 3 bedrooms · 5 beds · 1 bath,484381304,Elena,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98951,23.72851,Entire home/apt,44,1,26,8/20/2023,2.35,2,337,26,1803162
7.52852E+17,Condo in Athina · ★4.43 · 1 bedroom · 1 bed · 1 bath,486345238,Marina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96692176,23.72724415,Entire home/apt,59,2,23,9/2/2023,3.83,3,326,23,238714
7.52873E+17,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,485775494,Easy Cargo L.T.D.,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98074,23.72592,Entire home/apt,88,1,4,7/1/2023,0.4,8,80,4,1660760
7.53268E+17,Condo in Athina · ★4.60 · Studio · 1 bed · 1 bath,470031509,Mamaxo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99804,23.73056,Entire home/apt,32,1,20,9/16/2023,1.93,14,4,20,1216644571
7.42006E+17,Condo in Athina · ★4.81 · 2 bedrooms · 2 beds · 1 bath,194133744,Eleni & Athina,,ΛΥΚΑΒΗΤΤΟΣ,37.9798392,23.7453161,Entire home/apt,150,1,16,9/14/2023,1.49,21,361,16,1805512
7.42272E+17,Condo in Athina · 2 bedrooms · 1 bath,189967864,Αριστειδης,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98806,23.74998,Entire home/apt,60,2,0,,,32,325,0,1801132
7.53307E+17,Loft in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,439960564,Lucas,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98234,23.73862,Entire home/apt,154,1,49,9/17/2023,4.71,14,287,49,2300447
7.53322E+17,Rental unit in Athina · 1 bedroom · 3 beds · 1 bath,485775494,Easy Cargo L.T.D.,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9824,23.72536,Entire home/apt,89,1,1,6/11/2023,0.29,8,82,1,1660674
7.42423E+17,Condo in Athina · 1 bedroom · 1 bed · 1 bath,189967864,Αριστειδης,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96544,23.73238,Entire home/apt,55,2,0,,,32,359,0,1801169
7.53331E+17,Condo in Athina · ★5.0 · 2 bedrooms · 4 beds · 2 baths,482519872,Ilia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9882897,23.7270376,Entire home/apt,100,1,9,8/2/2023,1.04,1,229,9,1791547
7.42467E+17,Rental unit in Athina · ★4.92 · 2 bedrooms · 2 beds · 2 baths,334915203,Smart Book,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9786418,23.7261174,Entire home/apt,156,2,37,9/19/2023,3.54,2,211,37,1805714
7.53422E+17,Rental unit in Athina · ★4.64 · 1 bedroom · 3 beds · 1 bath,485775494,Easy Cargo L.T.D.,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98017,23.72392,Entire home/apt,100,1,14,8/28/2023,1.37,8,84,14,1660680
7.42575E+17,Rental unit in Athina · ★4.72 · 2 bedrooms · 3 beds · 1.5 baths,101764518,Marios,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96462,23.7268,Entire home/apt,71,2,29,9/2/2023,2.74,1,246,29,1108190138
7.53476E+17,Rental unit in Athina · 1 bedroom · 3 beds · 1 bath,485775494,Easy Cargo L.T.D.,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98159,23.72409,Entire home/apt,95,1,1,8/1/2023,0.58,8,80,1,1660728
7.42585E+17,Condo in Athina · 1 bedroom · 1 bed · 1 bath,189967864,Αριστειδης,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9993,23.73071,Entire home/apt,35,2,2,5/23/2023,0.18,32,363,2,1801153
7.53523E+17,Condo in Athina · ★4.90 · 2 bedrooms · 2 beds · 1 bath,486456823,Ylli,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9871856,23.7220821,Entire home/apt,70,1,71,9/13/2023,6.87,1,177,71,1811907
7.42596E+17,Condo in Athina · ★4.0 · 1 bedroom · 1 bed · 1.5 baths,428926944,Panagiotis,,ΖΑΠΠΕΙΟ,37.97096,23.7325,Entire home/apt,117,1,4,7/22/2023,0.72,27,332,4,1990783
7.53582E+17,Rental unit in Athina · ★5.0 · 1 bedroom · 3 beds · 1 bath,485775494,Easy Cargo L.T.D.,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98197,23.72618,Entire home/apt,101,1,3,5/18/2023,0.29,8,81,3,1660775
7.43184E+17,Condo in Athina · 1 bedroom · 2 beds · 1 bath,79637694,Sarah,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98658,23.72861,Entire home/apt,55,1,2,1/30/2023,0.25,3,353,2,1305255
7.43226E+17,Condo in Athina · ★4.78 · 1 bedroom · 2 beds · 1 bath,484597984,Yan,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96471,23.72744,Entire home/apt,74,2,36,9/18/2023,3.3,1,326,36,1777758
7.53664E+17,Condo in Athina · ★4.58 · 1 bedroom · 2 beds · 1 bath,90390850,Evan&Anetta,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9636277,23.7207407,Entire home/apt,68,1,74,9/4/2023,7.21,78,321,74,1814413
7.54047E+17,Condo in Athina · ★4.75 · 3 bedrooms · 1 bed · 2 baths,194133744,Eleni & Athina,,ΙΛΙΣΙΑ,37.9763966,23.7520191,Entire home/apt,259,1,4,6/5/2023,0.46,21,333,4,1798454
7.54055E+17,Condo in Athina · ★4.95 · 1 bedroom · 2 beds · 1 bath,460560458,Margarita,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9581471,23.7245344,Entire home/apt,53,3,20,9/17/2023,2.01,2,240,20,1813150
7.43301E+17,Condo in Athina · ★4.93 · 2 bedrooms · 2 beds · 1 bath,49323992,Bei,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96345,23.732,Entire home/apt,64,2,14,9/18/2023,1.28,2,183,14,Exempt
7.43338E+17,Condo in Athina · ★4.75 · 1 bedroom · 1 bed · 1 bath,340370819,Stelios,,ΓΟΥΔΙ,37.9810274,23.75666594,Entire home/apt,28,3,12,9/2/2023,1.3,2,305,12,1811216
7.5429E+17,Condo in Athina · ★4.90 · 1 bedroom · 1 bed · 1 bath,72845584,Athina,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95123,23.72336,Entire home/apt,40,1,10,9/10/2023,1.11,4,357,10,1812430
7.43449E+17,Condo in Athina · ★4.33 · 3 bedrooms · 10 beds · 3 baths,439627354,Θεμιστοκλης,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9909403,23.7217091,Entire home/apt,86,2,3,4/8/2023,0.39,2,284,3,1498506
7.43905E+17,Condo in Athina · ★4.91 · 1 bedroom · 1 bed · 1 bath,453626438,Kostis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9831,23.72032,Entire home/apt,52,2,45,9/19/2023,4.56,1,122,45,1804733
7.54733E+17,Rental unit in Athina · ★5.0 · 2 bedrooms · 2 beds · 1 bath,292422249,Phaedra And Justin,,ΝΕΑ ΚΥΨΕΛΗ,37.99962,23.74524,Entire home/apt,46,3,23,9/12/2023,2.36,1,203,23,1823910
7.43994E+17,Guest suite in Athina · 1 bedroom · 2 beds · 1.5 baths,484352075,Daniela,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99132,23.7326,Entire home/apt,49,1,2,6/13/2023,0.24,2,203,2,Exempt
7.54834E+17,Condo in Athina · ★4.57 · 1 bedroom · 1 bed · 1 bath,347738713,Interni,,ΚΕΡΑΜΕΙΚΟΣ,37.97889447,23.71155407,Entire home/apt,55,1,49,8/23/2023,4.67,1,147,49,1848225
7.44009E+17,Condo in Athina · ★4.94 · 1 bedroom · 1 bed · 1 bath,484732465,Paris,,ΚΟΛΩΝΑΚΙ,37.9777782,23.74377998,Entire home/apt,144,2,18,9/15/2023,1.75,1,321,18,1339600
7.54864E+17,Condo in Athina · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,87865845,Alexandros,,ΓΟΥΔΙ,37.9837184,23.7638639,Entire home/apt,96,2,15,9/12/2023,1.48,1,90,15,1813065
7.44117E+17,Condo in Athina · 1 bedroom · 1 bed · 1 bath,472320717,Cozy Homes,,ΓΟΥΔΙ,37.98241,23.7595,Entire home/apt,56,2,2,9/3/2023,2,7,353,2,1807685
7.54941E+17,Rental unit in Μενεμένη · ★3.83 · 1 bedroom · 2 beds · 1 bath,158835185,Antreas,,ΓΟΥΔΙ,37.9888,23.76897,Entire home/apt,71,2,6,6/2/2023,0.65,21,355,6,1835844
7.44188E+17,Condo in Athina · ★4.96 · 2 bedrooms · 4 beds · 1 bath,333735206,Νίκος,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9895756,23.742593,Entire home/apt,75,2,45,9/17/2023,4.13,1,305,45,1764500
7.54966E+17,Rental unit in Athina · ★4.83 · 1 bedroom · 1 bed · 1 bath,153592692,Liroy,,ΘΗΣΕΙΟ,37.97568,23.71628,Entire home/apt,75,2,30,9/14/2023,2.94,31,88,30,1869835
7.44639E+17,Condo in Athina · 1 bedroom · 1 bed · 1 bath,77424478,Angelique,,ΠΕΤΡΑΛΩΝΑ,37.96772763,23.70460764,Entire home/apt,57,3,1,5/2/2023,0.21,1,0,1,1805171
7.55492E+17,Rental unit in Athina · ★5.0 · 1 bedroom · 2 beds · 1 bath,220092043,Georgia,,ΣΤΑΔΙΟ,37.96652,23.745,Entire home/apt,65,1,4,7/27/2023,0.78,1,357,4,Exempt
7.44656E+17,Condo in Athina · ★4.88 · 3 bedrooms · 4 beds · 2 baths,484861831,Nikos,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00223664,23.72695916,Entire home/apt,78,2,26,9/16/2023,2.61,2,86,26,1818170
7.55501E+17,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,281879884,Xenia And Oleg,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9942783,23.7298693,Entire home/apt,41,2,1,3/18/2023,0.16,1,82,1,1814051
7.55537E+17,Condo in Athina · 5 bedrooms · 5 beds · 2.5 baths,77457889,Παναγιώτης,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99452,23.73194,Entire home/apt,150,3,1,8/1/2023,0.58,44,81,1,1759439
7.44681E+17,Serviced apartment in Athina · 2 bedrooms · 3 beds · 1 bath,255817055,Omer,,ΠΑΓΚΡΑΤΙ,37.9646613,23.7482854,Entire home/apt,72,3,2,6/27/2023,0.59,1,80,2,2083662
7.44691E+17,Condo in Athina · 1 bedroom · 1 bed · 1 bath,472318606,Knb,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9648,23.72312,Entire home/apt,45,2,0,,,5,360,0,1561839
7.4485E+17,Condo in Athens · ★4.70 · 1 bedroom · 1 bed · 1 bath,102115646,Elena,,ΚΟΛΩΝΑΚΙ,37.978954,23.739327,Entire home/apt,68,2,10,9/13/2023,1.14,1,355,10,1805310
7.5562E+17,Rental unit in Athina · ★4.76 · 2 bedrooms · 3 beds · 1.5 baths,486866753,Ioanna,,ΑΚΡΟΠΟΛΗ,37.9658804,23.7223519,Entire home/apt,150,3,25,9/12/2023,2.86,1,325,25,1814890
7.45014E+17,Rental unit in Athina · ★4.71 · 2 bedrooms · 2 beds · 2 baths,204301874,Joelle,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96709,23.72868,Entire home/apt,149,1,21,9/18/2023,1.93,15,335,21,1796259
7.45269E+17,Condo in Athina · ★5.0 · 1 bedroom · 3 beds · 2 baths,421966528,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9743255,23.7316959,Entire home/apt,112,1,12,8/29/2023,1.17,3,137,12,1805389
7.55816E+17,Condo in Athina · ★4.74 · 1 bedroom · 1 bed · 1 bath,479656082,Νικολαος,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9831472,23.7181604,Entire home/apt,45,3,31,9/14/2023,3.94,1,328,31,1814396
7.45358E+17,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,89859710,Manolis,,ΠΑΓΚΡΑΤΙ,37.9690708,23.7512459,Entire home/apt,54,1,8,8/24/2023,1,8,271,8,1869708
7.55849E+17,Rental unit in Athina · ★4.90 · 2 bedrooms · 3 beds · 1 bath,113649254,Grow,,ΑΚΡΟΠΟΛΗ,37.96571123,23.72224461,Entire home/apt,100,2,10,9/4/2023,1.42,1,96,10,1819762
7.55986E+17,Rental unit in Athina · ★4.93 · 1 bedroom · 1 bed · 1 bath,162758434,Renata,,ΑΚΡΟΠΟΛΗ,37.96831,23.72416,Entire home/apt,95,2,40,9/18/2023,4.03,2,318,40,1817238
7.45643E+17,Loft in Athina · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,78660857,Katerina,,ΕΛΛΗΝΟΡΩΣΩΝ,37.994768,23.7762141,Entire home/apt,55,4,6,6/25/2023,0.62,1,155,6,1809780
7.56257E+17,Rental unit in Athina · ★4.60 · 2 bedrooms · 2 beds · 2 baths,113548208,Mgv,,ΠΕΤΡΑΛΩΝΑ,37.96767,23.70623,Entire home/apt,117,1,5,9/8/2023,1.17,88,323,5,1763110
7.46075E+17,Condo in Athina · ★4.79 · 1 bedroom · 1 bed · 1 bath,31290848,Nasos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9669733,23.728189,Entire home/apt,68,2,29,9/14/2023,2.69,40,322,29,1806152
7.46082E+17,Rental unit in Athina · ★4.79 · 2 bedrooms · 2 beds · 1 bath,84041447,Ivy Vacation Rentals,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97411744,23.73260322,Entire home/apt,148,1,38,9/12/2023,3.63,21,325,38,2300001
7.4613E+17,Rental unit in Athina · ★5.0 · 2 bedrooms · 2 beds · 2 baths,483298282,Rena,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95629,23.73803,Entire home/apt,105,2,4,4/21/2023,0.38,5,225,4,1266328
7.46139E+17,Rental unit in Athina · ★4.80 · 2 bedrooms · 2 beds · 1 bath,84041447,Ivy Vacation Rentals,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9869277,23.7195161,Entire home/apt,86,1,5,9/3/2023,0.46,21,354,5,2313977
7.56297E+17,Rental unit in Athina · ★4.69 · 2 bedrooms · 2 beds · 1 bath,240367992,Gpm,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97547,23.7301,Entire home/apt,102,1,26,9/7/2023,4.7,38,329,26,17809315833
7.46149E+17,Condo in Athina · ★5.0 · 2 bedrooms · 2 beds · 1 bath,453417005,Teo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99602,23.72643,Entire home/apt,55,2,6,8/24/2023,0.56,1,329,6,1803465
7.56346E+17,Condo in Athina · ★5.0 · 2 bedrooms · 2 beds · 1 bath,53824000,Leonidas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98559,23.73213,Entire home/apt,118,1,3,1/2/2023,0.3,28,324,3,1811491
7.46293E+17,Rental unit in Athina · 1 bedroom · 2 beds · 1 bath,45458837,Μariarena,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9621,23.72268,Entire home/apt,76,3,1,6/25/2023,0.34,1,365,1,1808358
7.46307E+17,Rental unit in Athina · ★4.92 · 1 bedroom · 1 bed · 1 bath,462067761,Maria,,ΣΤΑΔΙΟ,37.97026342,23.74153676,Entire home/apt,40,1,13,6/1/2023,1.27,1,323,13,1807400
7.56397E+17,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,68244415,Kalypso,,ΚΟΛΩΝΑΚΙ,37.9792165,23.7455953,Entire home/apt,40,2,2,7/7/2023,0.2,2,301,2,1801616
7.4676E+17,Rental unit in Athina · ★4.87 · 1 bedroom · 1 bed · 1.5 baths,153592692,Liroy,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9584,23.72849,Entire home/apt,118,1,38,9/12/2023,3.9,31,82,38,1873582
7.46788E+17,Rental unit in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,485054054,Ron,,ΚΟΛΩΝΑΚΙ,37.98033,23.73702,Entire home/apt,96,1,4,8/26/2023,1.26,8,290,4,1781989
7.46821E+17,Rental unit in Athina · ★4.94 · 2 bedrooms · 2 beds · 1 bath,485054054,Ron,,ΚΟΛΩΝΑΚΙ,37.98105,23.7392,Entire home/apt,130,1,18,8/26/2023,1.77,8,315,18,1781994
7.566E+17,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,418982454,Nina,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9920432,23.770997,Entire home/apt,69,2,6,7/8/2023,1.19,1,296,6,1812202
7.46829E+17,Rental unit in Athina · ★4.94 · 1 bedroom · 1 bed · 1 bath,485054054,Ron,,ΚΟΛΩΝΑΚΙ,37.98119,23.73902,Entire home/apt,113,1,16,9/18/2023,1.47,8,304,16,1782009
7.46838E+17,Rental unit in Athina · ★4.90 · 2 bedrooms · 2 beds · 1 bath,485054054,Ron,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98254,23.73785,Entire home/apt,131,1,10,9/13/2023,0.91,8,310,10,1782020
7.46841E+17,Rental unit in Athina · ★4.76 · 1 bedroom · 1 bed · 1 bath,485054054,Ron,,ΚΟΛΩΝΑΚΙ,37.9806,23.73713,Entire home/apt,125,1,17,9/2/2023,1.57,8,299,17,1782020
7.56997E+17,Condo in Athina · 2 bedrooms · 3 beds · 1.5 baths,336533114,Despοina,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99533,23.73049,Entire home/apt,80,4,0,,,1,365,0,1818962
7.46845E+17,Rental unit in Athina · ★4.83 · 1 bedroom · 2 beds · 1 bath,485054054,Ron,,ΚΟΛΩΝΑΚΙ,37.98055,23.73858,Entire home/apt,168,1,6,8/29/2023,0.55,8,325,6,1782056
7.57887E+17,Condo in Athina · ★4.88 · 1 bedroom · 2 beds · 1 bath,487039922,Dimitrios,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96224,23.72152,Entire home/apt,53,3,25,9/5/2023,2.85,1,352,25,1825572
7.57918E+17,Rental unit in Athina · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,487209862,Edita,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01920759,23.73023137,Entire home/apt,40,1,29,9/15/2023,2.93,2,173,29,1791749
7.57088E+17,Condo in Athina · ★5.0 · 2 bedrooms · 2 beds · 1 bath,294508672,Kelly,,ΚΟΛΩΝΟΣ,37.99917156,23.7139852,Entire home/apt,65,1,4,8/25/2023,0.92,1,167,4,1218713876
7.57173E+17,Condo in Athina · ★4.96 · 2 bedrooms · 2 beds · 1 bath,462334355,Giorgos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9649065,23.7252217,Entire home/apt,110,2,25,9/13/2023,2.45,1,317,25,1816008
7.57923E+17,Condo in Athina · 2 bedrooms · 3 beds · 1 bath,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00042,23.72444,Entire home/apt,45,2,0,,,61,0,0,1802007
7.57934E+17,Condo in Athina · ★4.98 · 2 bedrooms · 2 beds · 2 baths,240612421,Yannis & Tax,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97732,23.73112,Entire home/apt,280,2,52,9/17/2023,5.1,9,309,52,1817430
7.57274E+17,Loft in Athina · ★4.97 · 1 bedroom · 2 beds · 1 bath,487191900,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97729,23.7265,Entire home/apt,236,1,75,9/16/2023,7.19,3,0,75,1927914
7.58112E+17,Rental unit in Athina · ★4.81 · 1 bedroom · 1 bed · 1 bath,74343759,Stelios,,ΠΕΤΡΑΛΩΝΑ,37.96686,23.70821,Entire home/apt,44,3,53,9/12/2023,5.13,22,172,53,1775707
7.58448E+17,Serviced apartment in Athina · 1 bedroom · 2 beds · 1 bath,217834779,Connect Apartments & Suites,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98627,23.72005,Entire home/apt,94,1,0,,,10,340,0,1601627
7.5845E+17,Serviced apartment in Athina · ★5.0 · 1 bedroom · 4 beds · 1 bath,217834779,Connect Apartments & Suites,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98686,23.71866,Entire home/apt,94,1,3,8/17/2023,0.34,10,359,3,1599218
7.58463E+17,Serviced apartment in Athina · ★4.67 · 1 bedroom · 1 bed · 1 private bath,217834779,Connect Apartments & Suites,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98658,23.71814,Private room,76,1,3,4/10/2023,0.35,10,353,3,1601472
7.57688E+17,Condo in Athina · 1 bedroom · 1 bed · 1.5 baths,343559438,Γεωργιος,,ΑΚΡΟΠΟΛΗ,37.9650988,23.7190573,Entire home/apt,75,7,0,,,1,263,0,798583
7.58468E+17,Serviced apartment in Athina · 2 bedrooms · 2 beds · 1 private bath,217834779,Connect Apartments & Suites,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98684,23.71847,Private room,85,1,1,8/10/2023,0.7,10,349,1,1601526
7.58507E+17,Rental unit in Athina · 1 bedroom · 1 bed · 1.5 shared baths,315839126,Daniyal,,ΛΥΚΑΒΗΤΤΟΣ,37.98622,23.7457,Private room,40,2,1,4/9/2023,0.18,1,132,1,1921036
7.57736E+17,Condo in Athina · 1 bedroom · 1 bed · 1 bath,50105352,Αριστομένης,,ΣΤΑΔΙΟ,37.96911,23.74252,Entire home/apt,35,28,2,1/8/2023,0.23,1,359,2,499506
7.58649E+17,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,2864037,Leonidas,,ΙΛΙΣΙΑ,37.9773244,23.7580301,Entire home/apt,55,2,5,8/1/2023,0.56,1,37,5,Exempt
7.57742E+17,Condo in Athina · ★5.0 · 1 bedroom · 1 bed · 1 bath,485447078,Ευαγγελια,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9646474,23.7314125,Entire home/apt,50,2,4,9/15/2023,0.39,1,309,4,1785408
7.5872E+17,Condo in Athina · ★4.94 · 1 bedroom · 1 bed · 1 bath,487439777,Stoa Kairi Lofts,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97880022,23.72705521,Entire home/apt,94,2,18,9/19/2023,1.99,2,35,18,1522448
7.66121E+17,Bed and breakfast in Athina · 1 bedroom · 2 beds · 1 private bath,488792142,Hotel Solomou,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9874386,23.7283023,Private room,80,1,0,,,2,197,0,0206K013A0031200
7.66289E+17,Rental unit in Athina · 1 bedroom · 1 bed · 1 bath,18230583,Matό,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9909738,23.7636444,Entire home/apt,28,3,1,8/15/2023,0.79,8,170,1,1845973
7.59294E+17,Rental unit in Athina · ★3.75 · 2 bedrooms · 3 beds · 1 bath,411409438,VKbnb,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96487718,23.7401247,Entire home/apt,60,1,4,7/20/2023,1.21,14,67,4,1792018
7.66295E+17,Rental unit in Μενεμένη · ★4.57 · 1 bedroom · 1 bed · 1 bath,18230583,Matό,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9910007,23.7636655,Entire home/apt,30,3,14,8/8/2023,1.72,8,348,14,1845989
7.59466E+17,Rental unit in Athina · ★4.91 · 1 bedroom · 3 beds · 1 bath,485573401,Antonios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9768906,23.7308544,Entire home/apt,80,1,11,8/25/2023,2.01,8,254,11,1799031
7.6633E+17,Bed and breakfast in Athina · 1 bedroom · 3 beds · 1 private bath,488792142,Hotel Solomou,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9874386,23.7283023,Private room,100,1,0,,,2,197,0,0206K013A0031200
